anno,seccion,grupo_rev4_homologado,descripcion_grupo_rev4_homologado,seccion_rev4_homologada,incluir_sector_industrial_rev4,ciiu_version_fuente,seccion_fuente,epoca,codigos_fuente_incluidos,divisiones_publicadas_incluidas,n_filas_fuente,tipo_homologacion,calidad_homologacion,notas_homologacion,vbp_pp,vbp_pb,vab_pp,vab_pb,remuneraciones,puestos_trabajo
2018,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,5,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,13858330031.677773,13847496613.274822,4993289718.270038,4982456299.867088,3037220244.685905,3140.183657280476
2018,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,5,25|26|27|28|33,25|26|27|28|33,5,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,21842117800.096092,21842117800.096092,8828725838.317482,8828725838.317482,6025685476.894077,7389.692794184832
2018,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,5,29|30,29 y 30,1,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,9800301473.882969,9572750790.034958,3032037966.257584,2804487282.409574,1925655934.0158367,2944.7307254653665
2018,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,5,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,3716728667.2941313,3716508735.5706143,1520770186.7941651,1520550255.0706477,1083774878.2026525,1863.4934912167225
2019,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,5,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,284694109340.0,273284113734.0,76268290814.0,64858295207.0,39393074657.0,48571.0
2019,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,5,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,19672523602.0,19672367092.0,4609629661.0,4609473151.0,3810185316.0,5901.0
2019,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,5,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,18987484066.0,18972508951.0,2973365581.0,2958390466.0,1879921914.0,2655.0
2019,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,5,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,64974504290.0,64970667752.0,25466248586.0,25462412048.0,4090119001.0,4220.0
2019,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,5,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,84149539467.0,63337295331.0,33700848052.0,12888603916.0,4258145620.0,2481.0
2019,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,5,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,72208163222.0,72163749824.0,25722856708.0,25678443310.0,14582844493.0,12148.0
2019,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,5,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,17822203151.0,17789812632.0,7428700682.0,7396310163.0,3710360368.0,3378.0
2019,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,5,25|26|27|28|33,25|26|27|28|33,5,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,23482979518.0,23477727382.0,9354110101.0,9348857965.0,6131556706.0,6732.0
2019,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,5,29|30,29 y 30,1,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,12034576239.0,11916894591.0,3838685512.0,3721003864.0,2052990030.0,2713.0
2019,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,5,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,3625341602.0,3624825280.0,1409790341.0,1409274020.0,1090273123.0,1682.0
2020,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,5,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,302658872456.24304,291990027310.6094,79517986869.42557,68849141723.7919,38065688770.177505,46543.149376931484
2020,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,5,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,13922800628.680773,13922399287.041712,3991637681.467056,3991236339.827997,2995698413.499319,4484.380270549616
2020,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,5,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,17243224466.22324,17231672356.99236,2433075565.429705,2421523456.198825,2044875708.310049,2684.744727295632
2020,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,5,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,61836249854.03412,61829259846.779655,17612195405.54918,17605205398.29471,4317186892.230754,3711.8595527850257
2020,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,5,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,73684514601.90465,52881797194.90465,27744229423.0,6941512016.000003,4350597147.0,2261.0
2020,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,5,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,77392922167.15376,77355506772.53368,31266494479.022152,31229079084.40207,14101010427.494152,11235.07080467477
2020,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,5,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,16302700018.488977,16302170628.488977,6392250525.823621,6391721135.823621,3282329140.7359695,2837.5093409174215
2020,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,5,25|26|27|28|33,25|26 y 27|28|33,4,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,28598592361.4563,28592296594.973156,10163658820.826487,10157363054.343346,6396043992.007939,6979.330183246658
2020,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,5,29|30,29 y 30,1,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,5154011683.787188,5129210894.688267,2223889253.327985,2199088464.229063,1659822874.028333,2395.05916582663
2020,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,5,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,4023640153.525543,4020767612.018697,1617692707.1368475,1614820165.6300025,1064963123.8193867,1632.3613184936019
2021,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,5,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,373124522306.8158,362364930359.3089,104365033853.22987,93605441905.72293,42383085783.99851,46497.026690971295
2021,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,5,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,18138749964.362915,18138749964.362915,3925188875.9969916,3925188875.996992,2952744178.4252872,4775.178530344159
2021,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,5,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,21245464652.99275,21236456149.21341,7098850279.489043,7089841775.709705,2260305402.067818,2855.063959231356
2021,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,5,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,83334416057.83963,83334416057.83963,38618600259.942,38618600259.942,3969838052.5814953,3782.401644322562
2021,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,5,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,79625367670.0841,79625367670.0841,12946806512.99997,12946806512.99997,4248587898.000005,2168.0
2021,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,5,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,90875062606.81206,90752364024.06331,32001267162.48924,31878568579.740475,13962311681.831392,10691.062888773766
2021,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,5,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,21109986044.06845,21109986044.06845,7410046745.523569,7410046745.523571,3310163555.546812,3109.191594127087
2021,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,5,25|26|27|28|33,25|26 y 27|28|33,4,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,34190174432.872765,34182101437.430183,12860793282.728403,12852720287.285831,7534809107.086062,7932.700397629918
2021,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,5,29|30,29 y 30,1,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,15236563095.15121,15205381177.71375,4340950622.342182,4309768704.904727,2472559902.408706,2826.642865739796
2021,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,5,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,3571093652.521285,3569277259.043674,1407142526.73179,1405326133.254179,1027693315.9195294,1695.82580712534
2022,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,5,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,435358340807.2327,422783206119.0376,102901397006.6019,90326262318.40681,47813365283.68756,47970.113895477494
2022,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,5,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,19013368165.229073,19012483765.26999,3941316092.514442,3940431692.555359,3389649327.87345,4572.4332877406
2022,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,5,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,23530913352.16131,23530913352.16131,7402246193.976149,7402246193.976152,2698574356.632305,3141.257004429009
2022,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,5,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,92917771202.47131,92917771202.47131,44162452526.34734,44162452526.34735,4259378526.8084764,3645.426576105703
2022,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,5,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,99572040783.70886,72094147032.70886,43268284843.70885,15790391092.70885,4169469751.000002,2117.0
2022,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,5,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,114931968426.20401,114879266773.37329,33048890150.00338,32996188497.17267,15559953402.380207,10793.681684004923
2022,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,5,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,22500139758.960182,22500139758.960182,8126558396.780667,8126558396.780667,3963372782.6833506,3373.6521709818644
2022,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,5,25|26|27|28|33,25|26 y 27|28|33,4,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,38306072059.152405,38299504610.48979,14604370867.703943,14597803419.04133,9552465800.672337,9000.923812944446
2022,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,5,29|30,29 y 30,1,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,37667329006.09567,37554241983.9949,6226610030.633986,6113523008.533214,3132124207.528254,3134.480051609712
2022,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,5,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,3650165899.903804,3649622676.0480833,1853924099.4944584,1853380875.638739,1071560594.611881,1718.5376054918947
2023,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,5,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,401400646889.5231,388523883524.45306,105475847076.602,92599083711.53192,53581663378.97118,49358.74032122068
2023,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,5,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,16204219933.549181,16204142438.549181,4096636880.574137,4096559385.5741434,3456168162.8656187,4404.901493295694
2023,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,5,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,20004891208.71097,20004891208.71097,4611190476.455446,4611190476.455445,2647229290.218316,2959.481297085743
2023,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,5,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,89668594246.71506,89668594245.69907,26907119600.552933,26907119599.536926,4963408228.427938,3852.282074496156
2023,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,5,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,94318579896.4886,65713488756.4886,41548361319.99998,12943270179.99998,5171941380.999999,2065.0
2023,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,5,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,93733353818.52847,93702386889.69029,30219505561.72579,30188538632.88761,16637750313.167135,10720.221720018893
2023,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,5,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,21957173436.640606,21957015519.35014,7822954740.509544,7822796823.219076,4553847974.394274,3398.8755449251503
2023,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,5,25|26|27|28|33,25|26 y 27|28|33,4,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,36278025587.95778,36269480457.29932,11772732024.82517,11764186894.166704,9152633407.376413,7781.475016093633
2023,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,5,29|30,29 y 30,1,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,32409644382.06126,32242975260.91941,5792712135.989747,5626043014.847899,3241101976.608372,3275.49526297452
2023,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,5,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,3617373248.938257,3617157649.3081617,1880099938.461306,1879884338.8312116,1214055748.3771365,1685.4686635707108
2024,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,5,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,412802823656.92194,399475074506.659,114081269010.57193,100753519860.30898,57474566725.00681,50105.58558799861
2024,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,5,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,17567328362.687695,17566878905.409077,4866810901.197735,4866361443.919119,4010124067.1167026,4687.078961905331
2024,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,5,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,18419656297.41493,18419656297.41493,4303662769.034304,4303662769.0343,3095589850.508492,3306.896086682609
2024,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,5,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,121911258558.65295,121911258558.65295,43443549114.62546,43443549114.62546,5299919764.594859,3777.0787670510144
2024,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,5,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,86334638771.4249,54477929820.4249,30368750816.00001,-1487958134.99999,5717797939.000005,2124.0
2024,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,5,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,98714869546.59549,98672995288.79573,36346249542.180916,36304375284.381165,17421742436.54298,10603.35468419866
2024,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,5,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,21874509372.064484,21874081934.383972,8389800305.973864,8389372868.293353,4873448367.703802,3291.391911296485
2024,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,5,25|26|27|28|33,25|26 y 27|28|33,4,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,38324718916.42908,38315527694.74157,14704122129.111317,14694930907.423798,9928363717.086046,7955.042066332619
2024,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,5,29|30,29 y 30,1,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,37455101928.07415,37321895066.77987,5264185310.253814,5130978448.95953,3676195843.95901,3251.11111826836
2024,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,5,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,4666702222.853165,4666702222.853165,2201925428.715491,2201925428.715491,1426516920.3684723,1762.3879742876036
